time,seconds_elapsed,z,y,x
1662982563169339600,0.346339599609375,-0.008800149895250797,-0.06094617396593094,-0.10500045120716095
1662982563179295700,0.356295654296875,-0.015339274890720844,-0.07028188556432724,-0.10908094793558121
1662982563189251600,0.36625146484375,-0.019365709275007248,-0.061708636581897736,-0.10972143709659576
1662982563199209000,0.376208984375,-0.020563066005706787,-0.05161259323358536,-0.10963515192270279
1662982563209165000,0.3861650390625,-0.01728072017431259,-0.04650251939892769,-0.1005319356918335
1662982563219121000,0.396120849609375,-0.013290504924952984,-0.04418210685253143,-0.08550477772951126
1662982563229077000,0.406076904296875,-0.009734652936458588,-0.04459063708782196,-0.07120121270418167
1662982563239033000,0.416033203125,-0.007546333130449057,-0.05013693496584892,-0.06349694728851318
1662982563248989200,0.4259892578125,-0.0054336474277079105,-0.0527857169508934,-0.06124125421047211
1662982563258946000,0.435946044921875,-0.006806773599237204,-0.05225148797035217,-0.0603693351149559
1662982563268902100,0.445902099609375,-0.0027928571216762066,-0.05789951980113983,-0.05955866724252701
1662982563278858000,0.45585791015625,-0.0029523803386837244,-0.05759831517934799,-0.05630428344011307
1662982563288814000,0.46581396484375,-0.0001840244367485866,-0.059416454285383224,-0.055809203535318375
1662982563298770000,0.47577001953125,0.004495682194828987,-0.06850502640008926,-0.058935754001140594
1662982563308727000,0.48572705078125,0.006726878695189953,-0.07933743298053741,-0.05884281173348427
1662982563318683100,0.49568310546875,0.008289621211588383,-0.08838871866464615,-0.06271451711654663
1662982563328639000,0.505638916015625,0.016471117734909058,-0.0846610888838768,-0.07661275565624237
1662982563338595000,0.515594970703125,0.022877352312207222,-0.0730755403637886,-0.0867743119597435
1662982563348551000,0.525551025390625,0.028296086937189102,-0.06572628021240234,-0.10353198647499084
1662982563358508000,0.535508056640625,0.03545013442635536,-0.06965763866901398,-0.12177862972021103
1662982563368464000,0.5454638671875,0.04626177251338959,-0.07952012866735458,-0.13484330475330353
1662982563378420200,0.555420166015625,0.06682057678699493,-0.11043276637792587,-0.13805267214775085
1662982563388376000,0.5653759765625,0.09396697580814362,-0.17088119685649872,-0.14681394398212433
1662982563398332200,0.575332275390625,0.12312299758195877,-0.24477353692054749,-0.1591595560312271
1662982563408288000,0.5852880859375,0.15015088021755219,-0.31434568762779236,-0.18006111681461334
1662982563418245000,0.5952451171875,0.17094697058200836,-0.37752678990364075,-0.2065688818693161
1662982563428201000,0.605200927734375,0.19627603888511658,-0.4116551876068115,-0.24450933933258057
1662982563438157000,0.615156982421875,0.2355440855026245,-0.42755159735679626,-0.2949400246143341
1662982563448113000,0.62511279296875,0.3016485273838043,-0.44237181544303894,-0.34006088972091675
1662982563458069000,0.635069091796875,0.3559921979904175,-0.404219388961792,-0.369594544172287
1662982563468026000,0.645026123046875,0.37491342425346375,-0.3777020275592804,-0.40078869462013245
1662982563477982000,0.65498193359375,0.3775811195373535,-0.3922620415687561,-0.42598992586135864
1662982563487938000,0.66493798828125,0.3662768006324768,-0.42498618364334106,-0.42838889360427856
1662982563497894100,0.67489404296875,0.35408616065979004,-0.4864881634712219,-0.40851372480392456
1662982563507850200,0.684850341796875,0.34603065252304077,-0.5710344910621643,-0.3865320086479187
1662982563517806000,0.69480615234375,0.3794405460357666,-0.7065619230270386,-0.3718467950820923
1662982563527763200,0.70476318359375,0.5511813759803772,-0.8370386958122253,-0.41021788120269775
1662982563537719000,0.714718994140625,0.7833967804908752,-0.8298367261886597,-0.48693716526031494
1662982563547675100,0.724675048828125,0.9032193422317505,-0.751066267490387,-0.5320367217063904
1662982563557631000,0.734630859375,0.9406630992889404,-0.6682289242744446,-0.5304361581802368
1662982563567587000,0.744587158203125,0.9567816257476807,-0.6289864182472229,-0.49877357482910156
1662982563577544000,0.7545439453125,0.9782962203025818,-0.5619352459907532,-0.4677642583847046
1662982563587500000,0.7645,0.987607479095459,-0.39578089118003845,-0.4603188633918762
1662982563597456000,0.774455810546875,0.939351499080658,-0.2122669816017151,-0.4859485924243927
1662982563607412200,0.784412109375,0.8970458507537842,-0.1554953157901764,-0.3492751717567444
1662982563617368000,0.7943681640625,0.8764047622680664,-0.09486046433448792,-0.20203804969787598
1662982563627325200,0.8043251953125,0.8770782947540283,-0.044561341404914856,-0.1382303088903427
1662982563637281000,0.814281005859375,0.8862550258636475,-0.005529255140572786,-0.12247344851493835
1662982563647237000,0.824237060546875,0.8819915652275085,0.0497736819088459,-0.15638694167137146
1662982563657193000,0.83419287109375,0.8381354212760925,0.10680793970823288,-0.21858960390090942
1662982563667149000,0.844149169921875,0.7346183061599731,0.12228729575872421,-0.2584776282310486
1662982563677106200,0.854106201171875,0.6129891276359558,0.04355679824948311,-0.24425262212753296
1662982563687062000,0.86406201171875,0.502330482006073,-0.10682711005210876,-0.189649298787117
1662982563697018000,0.87401806640625,0.3894161880016327,-0.29314932227134705,-0.10117748379707336
1662982563706974000,0.883973876953125,0.29293039441108704,-0.41886329650878906,-0.0067961206659674644
1662982563716930000,0.893929931640625,0.22681289911270142,-0.4530569612979889,0.0887029692530632
1662982563726886100,0.90388623046875,0.19306212663650513,-0.41411036252975464,0.15350699424743652
1662982563736843000,0.913843017578125,0.18831850588321686,-0.34350597858428955,0.20818355679512024
1662982563746799000,0.923799072265625,0.19899991154670715,-0.23494993150234222,0.24162034690380096
1662982563756755200,0.933755126953125,0.2304539829492569,-0.15104757249355316,0.2749229073524475
1662982563766711000,0.9437109375,0.2851494550704956,-0.1297191083431244,0.29179537296295166
1662982563776667100,0.953667236328125,0.34220659732818604,-0.19036568701267242,0.3135371506214142
1662982563786624000,0.9636240234375,0.4327101409435272,-0.29098016023635864,0.328118234872818
1662982563796580000,0.973580078125,0.5252645611763,-0.36159417033195496,0.33406028151512146
1662982563806536000,0.983535888671875,0.6013638973236084,-0.3682166337966919,0.3252848982810974
1662982563816492000,0.993491943359375,0.6486642956733704,-0.3152461051940918,0.3130234181880951
1662982563826448000,1.00344775390625,0.663720965385437,-0.2131170630455017,0.3188621401786804
1662982563836405000,1.013405029296875,0.5565862655639648,-0.03003832697868347,0.2813403308391571
1662982563846361000,1.023361083984375,0.3132585883140564,0.22508132457733154,0.14196938276290894
1662982563856317000,1.03331689453125,0.03506743907928467,0.3387002944946289,-0.0032144354190677404
1662982563866273300,1.043273193359375,-0.1806318312883377,0.19862601161003113,-0.029159748926758766
1662982563876229000,1.05322900390625,-0.33033716678619385,-0.057985804975032806,0.02087971568107605
1662982563886185200,1.063185302734375,-0.4491730034351349,-0.26585882902145386,0.05590907111763954
1662982563896142000,1.07314208984375,-0.5416432619094849,-0.36213985085487366,0.07105740159749985
1662982563906098200,1.08309814453125,-0.6053373217582703,-0.40909135341644287,0.11483603715896606
1662982563916054000,1.093053955078125,-0.6284695267677307,-0.43416184186935425,0.1862146109342575
1662982563926010000,1.103010009765625,-0.6006120443344116,-0.42640191316604614,0.27642813324928284
1662982563935966000,1.112966064453125,-0.5208168625831604,-0.2968106269836426,0.2932489216327667
1662982563945923000,1.122923095703125,-0.36794421076774597,-0.14792129397392273,0.2650524377822876
1662982563955879000,1.13287890625,-0.2210034877061844,0.046674828976392746,0.19084478914737701
1662982563965835000,1.1428349609375,-0.07701569050550461,0.15597975254058838,0.14473694562911987
1662982563975791000,1.152791015625,0.13527606427669525,0.01594354584813118,0.2723257839679718
1662982563985747200,1.162747314453125,0.3169585168361664,-0.19516150653362274,0.5743802189826965
1662982563995704000,1.1727041015625,0.31784746050834656,-0.12473367899656296,0.7189461588859558
1662982564005660200,1.18266015625,0.22383442521095276,0.028918467462062836,0.7307778000831604
1662982564015616300,1.1926162109375,0.1478041112422943,0.1509740650653839,0.6687365174293518
1662982564025572000,1.202572021484375,0.11678946763277054,0.1802043914794922,0.5560395121574402
1662982564035528000,1.21252783203125,0.11771731078624725,0.10488566756248474,0.45096877217292786
1662982564045485000,1.222485107421875,0.09979397058486938,-0.00908670574426651,0.3574391007423401
1662982564055441200,1.232441162109375,0.045407962054014206,-0.13365207612514496,0.282391756772995
1662982564065397000,1.24239697265625,-0.015306784771382809,-0.2645283341407776,0.2574640214443207
1662982564075353000,1.25235302734375,-0.0665782243013382,-0.42132139205932617,0.3687375485897064
1662982564085309000,1.262308837890625,-0.18588730692863464,-0.5987973809242249,0.6447305083274841
1662982564095265000,1.27226513671875,-0.36193931102752686,-0.671257495880127,0.8648189306259155
1662982564105222000,1.282221923828125,-0.48539626598358154,-0.702945351600647,0.9606804847717285
1662982564115178000,1.292177978515625,-0.517411470413208,-0.7457966804504395,0.9537285566329956
1662982564125134000,1.302134033203125,-0.4971639811992645,-0.7328276038169861,0.8602129817008972
1662982564135090200,1.312090087890625,-0.4785141050815582,-0.6345580220222473,0.7158939242362976
1662982564145046000,1.3220458984375,-0.4532870650291443,-0.4807213544845581,0.5566020011901855
1662982564155003100,1.332003173828125,-0.42959290742874146,-0.26057860255241394,0.38156548142433167
1662982564164959000,1.341958984375,-0.40418741106987,0.015295599587261677,0.19001121819019318
1662982564174915000,1.3519150390625,-0.365892231464386,0.28534039855003357,0.001639441936276853
1662982564184871000,1.361870849609375,-0.3245546519756317,0.5443666577339172,-0.168019637465477
1662982564194827000,1.371826904296875,-0.2750137150287628,0.6922407746315002,-0.29902663826942444
1662982564204784600,1.38178466796875,-0.201960027217865,0.6712076663970947,-0.3923147916793823
1662982564214740500,1.391740478515625,-0.13748568296432495,0.5341528654098511,-0.41365790367126465
1662982564224696600,1.401696533203125,-0.10241585224866867,0.3827758729457855,-0.3814062178134918
1662982564234652400,1.41165234375,-0.0847146213054657,0.24125149846076965,-0.323154091835022
1662982564244608800,1.42160888671875,0.13159345090389252,0.0029137644451111555,-0.26995664834976196
1662982564254564600,1.431564697265625,0.13370613753795624,-0.025780996307730675,-0.39326685667037964
1662982564264521500,1.441521484375,-0.05234948918223381,0.24525396525859833,-0.5750451683998108
1662982564274477600,1.4514775390625,-0.02888863906264305,0.3797942101955414,-0.6025425791740417
1662982564284433700,1.46143359375,-0.01347825862467289,0.3819257915019989,-0.5981742143630981
1662982564294389500,1.471389404296875,-0.045943256467580795,0.3885573446750641,-0.6111118197441101
1662982564304345600,1.481345703125,-0.06342797726392746,0.38894349336624146,-0.6062547564506531
1662982564314302500,1.491302490234375,-0.05933895707130432,0.3360179662704468,-0.5604630708694458
1662982564324258600,1.501258544921875,-0.05812029540538788,0.24223554134368896,-0.49463504552841187
1662982564334214400,1.51121435546875,-0.05433860421180725,0.1450730413198471,-0.41169247031211853
1662982564344170500,1.52117041015625,-0.04132240638136864,0.03490498661994934,-0.3082084357738495
1662982564354126300,1.531126220703125,-0.03490232303738594,-0.029771210625767708,-0.19447733461856842
1662982564364083500,1.54108349609375,-0.042331743985414505,-0.020373715087771416,-0.09161727130413055
1662982564374039600,1.55103955078125,-0.05518043041229248,0.02062884531915188,-0.04056580364704132
1662982564383995600,1.56099560546875,-0.062426891177892685,0.05915120244026184,-0.040698692202568054
1662982564393951700,1.57095166015625,-0.058209776878356934,0.09969330579042435,-0.06823711097240448
1662982564403907600,1.580907470703125,-0.0473126545548439,0.10701166838407516,-0.10734935849905014
1662982564413863700,1.59086376953125,-0.03627278655767441,0.0945720449090004,-0.15418104827404022
1662982564423820500,1.600820556640625,-0.038239531219005585,0.056295495480298996,-0.18574775755405426
1662982564433776600,1.610776611328125,-0.06725653260946274,0.0031457259319722652,-0.17752870917320251
1662982564443732500,1.620732421875,-0.0749240443110466,-0.06416460126638412,-0.13520176708698273
1662982564453688600,1.6306884765625,-0.05662066861987114,-0.12196105718612671,-0.09686129540205002
1662982564463644400,1.64064453125,-0.046719301491975784,-0.1122375950217247,-0.06962648034095764
1662982564473601500,1.6506015625,-0.03382773697376251,-0.054430484771728516,-0.04994199424982071
1662982564483557400,1.660557373046875,-0.013289440423250198,0.015380553901195526,-0.04920269921422005
1662982564493513500,1.670513427734375,0.004867726005613804,0.053047504276037216,-0.06717051565647125
1662982564503469600,1.680469482421875,0.010865164920687675,0.05855998396873474,-0.10013698786497116
1662982564513425700,1.69042578125,0.021640846505761147,0.031563252210617065,-0.13134177029132843
